Type,Product,Started Date,Completed Date,Description,Amount,Fee,Currency,State,Balance
Card Refund,Current,2025-07-17 03:00:00,2025-07-18 06:00:25,Booking.com,565.14,0.00,RON,COMPLETED,566.18
Transfer,Current,2025-07-18 12:55:17,2025-07-18 12:55:18,Revolut Bank UAB Vilnius Sucursala București,-285.00,0.00,RON,COMPLETED,281.18
Transfer,Current,2025-07-18 12:55:35,2025-07-18 12:55:35,Revolut Bank UAB Vilnius Sucursala București,-13.00,0.00,RON,COMPLETED,268.18
Transfer,Current,2025-07-18 18:53:28,2025-07-18 18:53:29,Revolut Bank UAB Vilnius Sucursala București,-11.00,0.00,RON,COMPLETED,257.18
Card Payment,Current,2025-07-18 13:05:37,2025-07-19 13:19:19,Bibi Market,-24.00,0.00,RON,COMPLETED,233.18
Transfer,Current,2025-07-19 17:54:23,2025-07-19 17:54:23,Revolut Bank UAB Vilnius Sucursala București,-35.00,0.00,RON,COMPLETED,198.18
Transfer,Current,2025-07-19 17:54:40,2025-07-19 17:54:40,Revolut Bank UAB Vilnius Sucursala București,-25.00,0.00,RON,COMPLETED,173.18
Card Payment,Current,2025-07-19 21:50:11,2025-07-20 07:54:01,Bio By,-43.50,0.00,RON,COMPLETED,129.68
Card Payment,Current,2025-07-19 20:12:11,2025-07-20 07:54:36,La Clatite,-13.00,0.00,RON,COMPLETED,116.68
Card Payment,Current,2025-07-19 02:05:48,2025-07-20 15:36:51,Vant de vama,-4.00,0.00,RON,COMPLETED,112.68
Card Payment,Current,2025-07-19 01:43:58,2025-07-20 15:36:56,Vant de vama,-4.00,0.00,RON,COMPLETED,108.68
Card Payment,Current,2025-07-19 18:02:49,2025-07-20 15:37:15,HaVama,-45.00,0.00,RON,COMPLETED,63.68
Transfer,Current,2025-07-20 15:57:27,2025-07-20 15:57:28,Revolut Bank UAB Vilnius Sucursala București,26.00,0.00,RON,COMPLETED,89.68
Transfer,Current,2025-07-20 20:40:10,2025-07-20 20:40:10,Revolut Bank UAB Vilnius Sucursala București,80.00,0.00,RON,COMPLETED,169.68
Card Payment,Current,2025-07-20 13:17:49,2025-07-21 08:11:03,Camden Market,-8.00,0.00,RON,COMPLETED,161.68
Card Payment,Current,2025-07-20 01:36:53,2025-07-21 16:58:56,Vant de vama,-24.00,0.00,RON,COMPLETED,137.68
Card Payment,Current,2025-07-20 13:16:31,2025-07-21 16:58:57,Daripan Vama Veche,-12.86,0.00,RON,COMPLETED,124.82
Card Payment,Current,2025-07-20 03:47:10,2025-07-21 16:58:59,Vant de vama,-4.00,0.00,RON,COMPLETED,120.82
Card Payment,Current,2025-07-20 19:49:41,2025-07-21 16:59:04,RomPetrol,-18.90,0.00,RON,COMPLETED,101.92
Card Payment,Current,2025-07-21 23:15:57,2025-07-22 08:21:56,MOL,-24.00,0.00,RON,COMPLETED,77.92
Topup,Current,2025-07-22 14:28:49,2025-07-22 14:28:51,Apple Pay top-up by *1781,300.00,0.00,RON,COMPLETED,377.92
Transfer,Current,2025-07-22 14:29:11,2025-07-22 14:29:12,Revolut Bank UAB Vilnius Sucursala București,-5.00,0.00,RON,COMPLETED,372.92
Transfer,Current,2025-07-22 14:30:52,2025-07-22 14:30:53,Revolut Bank UAB Vilnius Sucursala București,-295.00,0.00,RON,COMPLETED,77.92
Transfer,Current,2025-07-23 12:26:16,2025-07-23 12:26:16,Revolut Bank UAB Vilnius Sucursala București,100.00,0.00,RON,COMPLETED,177.92
Card Payment,Current,2025-07-22 18:43:00,2025-07-23 17:54:57,Simco Schwartz,-4.50,0.00,RON,COMPLETED,173.42
Card Payment,Current,2025-07-22 17:44:13,2025-07-23 17:55:00,LUKOIL,-8.49,0.00,RON,COMPLETED,164.93
Transfer,Current,2025-07-23 20:02:30,2025-07-23 20:02:30,Revolut Bank UAB Vilnius Sucursala București,27.00,0.00,RON,COMPLETED,191.93
Transfer,Current,2025-07-23 20:08:20,2025-07-23 20:08:20,Revolut Bank UAB Vilnius Sucursala București,-27.00,0.00,RON,COMPLETED,164.93
Transfer,Current,2025-07-23 20:11:43,2025-07-23 20:11:43,Revolut Bank UAB Vilnius Sucursala București,24.00,0.00,RON,COMPLETED,188.93
Transfer,Current,2025-07-23 20:19:32,2025-07-23 20:19:32,Revolut Bank UAB Vilnius Sucursala București,-58.00,0.00,RON,COMPLETED,130.93
Transfer,Current,2025-07-23 21:24:17,2025-07-23 21:24:18,Revolut Bank UAB Vilnius Sucursala București,-24.00,0.00,RON,COMPLETED,106.93
Transfer,Current,2025-07-23 22:58:45,2025-07-23 22:58:45,Revolut Bank UAB Vilnius Sucursala București,-18.00,0.00,RON,COMPLETED,88.93
Transfer,Current,2025-07-23 23:11:23,2025-07-23 23:11:23,Revolut Bank UAB Vilnius Sucursala București,-10.00,0.00,RON,COMPLETED,78.93
Transfer,Current,2025-07-23 23:11:34,2025-07-23 23:11:34,Revolut Bank UAB Vilnius Sucursala București,-10.00,0.00,RON,COMPLETED,68.93
Transfer,Current,2025-07-24 01:23:50,2025-07-24 01:23:50,Revolut Bank UAB Vilnius Sucursala București,4.00,0.00,RON,COMPLETED,72.93
Transfer,Current,2025-07-24 01:24:40,2025-07-24 01:24:40,Revolut Bank UAB Vilnius Sucursala București,8.00,0.00,RON,COMPLETED,80.93
Transfer,Current,2025-07-24 01:58:28,2025-07-24 01:58:28,Revolut Bank UAB Vilnius Sucursala București,4.40,0.00,RON,COMPLETED,85.33
Topup,Current,2025-07-24 02:51:39,2025-07-24 02:51:40,Apple Pay top-up by *1781,70.00,0.00,RON,COMPLETED,155.33
Transfer,Current,2025-07-24 02:51:55,2025-07-24 02:51:55,Revolut Bank UAB Vilnius Sucursala București,-70.00,0.00,RON,COMPLETED,85.33
Card Payment,Current,2025-07-23 15:17:25,2025-07-24 08:01:16,Curcubeului Market,-31.00,0.00,RON,COMPLETED,54.33
Card Payment,Current,2025-07-23 20:15:11,2025-07-24 08:01:49,Mega Image,-28.79,0.00,RON,COMPLETED,25.54
Card Payment,Current,2025-07-23 20:52:36,2025-07-24 08:02:01,Mega Image,-3.79,0.00,RON,COMPLETED,21.75
Card Payment,Current,2025-07-24 02:54:46,2025-07-24 08:13:47,Bolt,-13.60,0.00,RON,COMPLETED,8.15
Transfer,Current,2025-07-24 08:34:38,2025-07-24 08:34:38,Revolut Bank UAB Vilnius Sucursala București,31.82,0.00,RON,COMPLETED,39.97
Transfer,Current,2025-07-25 15:12:10,2025-07-25 15:12:10,Revolut Bank UAB Vilnius Sucursala București,108.00,0.00,RON,COMPLETED,147.97
Transfer,Current,2025-07-25 16:54:42,2025-07-25 16:54:43,Revolut Bank UAB Vilnius Sucursala București,-60.00,0.00,RON,COMPLETED,87.97
Transfer,Current,2025-07-25 22:35:27,2025-07-25 22:35:28,Revolut Bank UAB Vilnius Sucursala București,10.00,0.00,RON,COMPLETED,97.97
Transfer,Current,2025-07-25 23:02:48,2025-07-25 23:02:48,Revolut Bank UAB Vilnius Sucursala București,15.00,0.00,RON,COMPLETED,112.97
Transfer,Current,2025-07-25 23:03:12,2025-07-25 23:03:13,Revolut Bank UAB Vilnius Sucursala București,-32.30,0.00,RON,COMPLETED,80.67
Card Payment,Current,2025-07-25 22:35:53,2025-07-26 08:06:30,Uber,-10.21,0.00,RON,COMPLETED,70.46
Topup,Current,2025-07-26 12:12:39,2025-07-26 12:12:40,Apple Pay top-up by *1781,100.00,0.00,RON,COMPLETED,170.46
Transfer,Current,2025-07-26 12:13:01,2025-07-26 12:13:02,Revolut Bank UAB Vilnius Sucursala București,-37.00,0.00,RON,COMPLETED,133.46
Transfer,Current,2025-07-26 12:15:08,2025-07-26 12:15:09,Revolut Bank UAB Vilnius Sucursala București,-19.00,0.00,RON,COMPLETED,114.46
Transfer,Current,2025-07-26 13:14:41,2025-07-26 13:14:42,Revolut Bank UAB Vilnius Sucursala București,-31.00,0.00,RON,COMPLETED,83.46
Transfer,Current,2025-07-26 14:04:14,2025-07-26 14:04:15,Revolut Bank UAB Vilnius Sucursala București,6.00,0.00,RON,COMPLETED,89.46
Card Payment,Current,2025-07-25 17:42:46,2025-07-26 16:33:26,Tabac Xpress,-70.20,0.00,RON,COMPLETED,19.26
Transfer,Current,2025-07-26 19:56:45,2025-07-26 19:56:45,Revolut Bank UAB Vilnius Sucursala București,-8.37,0.00,RON,COMPLETED,10.89
Card Payment,Current,2025-07-26 14:09:20,2025-07-27 13:30:51,OMV,-4.89,0.00,RON,COMPLETED,6.00
Topup,Current,2025-07-27 15:25:06,2025-07-27 15:25:07,Apple Pay top-up by *1781,60.00,0.00,RON,COMPLETED,66.00
Transfer,Current,2025-07-27 15:25:27,2025-07-27 15:25:28,Revolut Bank UAB Vilnius Sucursala București,-60.00,0.00,RON,COMPLETED,6.00
Card Payment,Current,2025-07-26 19:02:03,2025-07-27 16:24:53,Inmedio,-6.00,0.00,RON,COMPLETED,0.00
Topup,Current,2025-07-27 17:38:25,2025-07-27 17:38:27,Apple Pay top-up by *1781,60.00,0.00,RON,COMPLETED,60.00
Transfer,Current,2025-07-27 17:38:48,2025-07-27 17:38:48,Revolut Bank UAB Vilnius Sucursala București,-60.00,0.00,RON,COMPLETED,0.00
Transfer,Current,2025-07-29 23:27:53,2025-07-29 23:27:53,Revolut Bank UAB Vilnius Sucursala București,35.00,0.00,RON,COMPLETED,35.00
Transfer,Current,2025-07-30 00:37:06,2025-07-30 00:37:06,Revolut Bank UAB Vilnius Sucursala București,-30.00,0.00,RON,COMPLETED,5.00
Transfer,Current,2025-07-30 00:40:49,2025-07-30 00:40:49,Revolut Bank UAB Vilnius Sucursala București,-5.00,0.00,RON,COMPLETED,0.00
Transfer,Current,2025-07-31 13:02:57,2025-07-31 13:03:06,Revolut Bank UAB Vilnius Sucursala București,100.00,0.00,RON,COMPLETED,100.00
Transfer,Current,2025-07-31 15:58:34,2025-07-31 15:58:34,To investment account,-97.00,0.00,RON,COMPLETED,3.00
Topup,Current,2025-08-02 13:45:22,2025-08-02 13:45:24,Apple Pay top-up by *1781,60.00,0.00,RON,COMPLETED,63.00
Transfer,Current,2025-08-02 13:47:28,2025-08-02 13:47:28,Revolut Bank UAB Vilnius Sucursala București,-32.00,0.00,RON,COMPLETED,31.00
Card Payment,Current,2025-08-03 00:40:00,2025-08-05 05:44:51,LUKOIL,-24.00,0.00,RON,COMPLETED,7.00
Card Payment,Current,2025-08-04 17:07:21,2025-08-05 08:11:04,Carrefour,-5.29,0.00,RON,COMPLETED,1.71
Transfer,Current,2025-08-07 21:07:44,2025-08-07 21:07:45,Revolut Bank UAB Vilnius Sucursala București,14.50,0.00,RON,COMPLETED,16.21
Topup,Current,2025-08-08 03:46:29,2025-08-08 03:46:30,Payment from STEFAN STEFAN CARADEANU,50.00,0.00,RON,COMPLETED,66.21
Transfer,Current,2025-08-08 14:22:11,2025-08-08 14:22:19,Revolut Bank UAB Vilnius Sucursala București,1000.00,0.00,RON,COMPLETED,1066.21
Transfer,Current,2025-08-08 14:23:31,2025-08-08 14:23:31,To investment account,-999.77,0.00,RON,COMPLETED,66.44
Card Payment,Current,2025-08-08 03:49:04,2025-08-08 18:41:26,Untold,-60.00,0.00,RON,COMPLETED,6.44
Topup,Current,2025-08-09 15:17:05,2025-08-09 15:17:07,Apple Pay top-up by *1781,66.32,0.00,RON,COMPLETED,72.76
Transfer,Current,2025-08-09 15:18:29,2025-08-09 15:18:29,Revolut Bank UAB Vilnius Sucursala București,-8.00,0.00,RON,COMPLETED,64.76
Transfer,Current,2025-08-09 15:18:54,2025-08-09 15:18:54,Revolut Bank UAB Vilnius Sucursala București,-40.00,0.00,RON,COMPLETED,24.76
Transfer,Current,2025-08-09 17:03:19,2025-08-09 17:03:20,Revolut Bank UAB Vilnius Sucursala București,-24.76,0.00,RON,COMPLETED,0.00
Transfer,Current,2025-08-09 20:05:43,2025-08-09 20:05:43,Revolut Bank UAB Vilnius Sucursala București,130.00,0.00,RON,COMPLETED,130.00
Card Payment,Current,2025-08-09 20:08:14,2025-08-10 07:10:36,Untold,-130.00,0.00,RON,COMPLETED,0.00
Exchange,Current,2025-08-11 21:09:12,2025-08-11 21:09:12,Exchanged to RON,1008.34,0.00,RON,COMPLETED,1008.34
Transfer,Current,2025-08-11 22:35:30,2025-08-11 22:35:32,To Eftimie Patrick,-93.00,0.00,RON,COMPLETED,915.34
Card Payment,Current,2025-08-13 16:18:14,2025-08-14 07:38:17,Curcubeului Market,-24.00,0.00,RON,COMPLETED,891.34
Transfer,Current,2025-08-14 13:28:21,2025-08-14 13:28:22,Revolut Bank UAB Vilnius Sucursala București,100.00,0.00,RON,COMPLETED,991.34
Card Payment,Current,2025-08-13 16:04:17,2025-08-14 17:32:30,eMAG,-791.12,0.00,RON,COMPLETED,200.22
Card Payment,Current,2025-08-13 16:13:35,2025-08-14 17:32:54,Profi,-11.58,0.00,RON,COMPLETED,188.64
Transfer,Current,2025-08-14 18:49:50,2025-08-14 18:49:51,Revolut Bank UAB Vilnius Sucursala București,-120.00,0.00,RON,COMPLETED,68.64
Transfer,Current,2025-08-15 20:39:50,2025-08-15 20:39:50,Revolut Bank UAB Vilnius Sucursala București,20.00,0.00,RON,COMPLETED,88.64
Card Payment,Current,2025-08-15 20:39:54,2025-08-16 07:29:50,Mega Image,-18.02,0.00,RON,COMPLETED,70.62
Card Payment,Current,2025-08-15 19:59:27,2025-08-16 07:29:52,Curcubeului Market,-24.00,0.00,RON,COMPLETED,46.62
Transfer,Current,2025-08-16 21:38:28,2025-08-16 21:38:29,Revolut Bank UAB,99.99,0.00,RON,COMPLETED,146.61
Transfer,Current,2025-08-16 21:38:46,2025-08-16 21:38:47,Revolut Bank UAB Vilnius Sucursala București,-25.00,0.00,RON,COMPLETED,121.61
Transfer,Current,2025-08-16 21:38:51,2025-08-16 21:38:51,Revolut Bank UAB Vilnius Sucursala București,-1.00,0.00,RON,COMPLETED,120.61
Transfer,Current,2025-08-16 22:42:26,2025-08-16 22:42:27,Revolut Bank UAB Vilnius Sucursala București,10.00,0.00,RON,COMPLETED,130.61
Transfer,Current,2025-08-16 22:58:46,2025-08-16 22:58:46,Revolut Bank UAB Vilnius Sucursala București,-24.00,0.00,RON,COMPLETED,106.61
Topup,Current,2025-08-18 15:17:52,2025-08-18 15:17:53,Apple Pay top-up by *1781,100.00,0.00,RON,COMPLETED,206.61
Card Payment,Current,2025-08-18 15:27:32,2025-08-19 05:07:27,Sakis Market,-35.67,0.00,RON,COMPLETED,170.94
Card Payment,Current,2025-08-18 15:29:32,2025-08-19 05:07:27,Sakis Market,-18.35,0.00,RON,COMPLETED,152.59
Transfer,Current,2025-08-19 20:25:07,2025-08-19 20:25:07,Revolut Bank UAB Vilnius Sucursala București,-50.00,0.00,RON,COMPLETED,102.59
Card Payment,Current,2025-08-18 21:45:52,2025-08-20 14:19:22,Sotiralis Panagiotis,-20.32,0.00,RON,COMPLETED,82.27
Transfer,Current,2025-08-20 16:02:54,2025-08-20 16:02:55,Revolut Bank UAB Vilnius Sucursala București,50.00,0.00,RON,COMPLETED,132.27
Card Payment,Current,2025-08-20 22:56:26,2025-08-21 15:18:09,Rafail Tzortzakakis,-21.90,0.00,RON,COMPLETED,110.37
Transfer,Current,2025-08-23 20:05:13,2025-08-23 20:05:13,Revolut Bank UAB Vilnius Sucursala București,-110.00,0.00,RON,COMPLETED,0.37
Topup,Current,2025-08-25 20:47:16,2025-08-25 20:47:17,Apple Pay top-up by *1781,60.00,0.00,RON,COMPLETED,60.37
Transfer,Current,2025-08-25 20:47:48,2025-08-25 20:47:48,Revolut Bank UAB Vilnius Sucursala București,-36.00,0.00,RON,COMPLETED,24.37
Transfer,Current,2025-08-26 01:08:02,2025-08-26 01:08:03,Revolut Bank UAB Vilnius Sucursala București,38.00,0.00,RON,COMPLETED,62.37
Transfer,Current,2025-08-26 12:27:40,2025-08-26 12:27:41,Revolut Bank UAB Vilnius Sucursala București,36.00,0.00,RON,COMPLETED,98.37
Transfer,Current,2025-08-26 13:27:59,2025-08-26 13:28:00,Revolut Bank UAB Vilnius Sucursala București,-75.00,0.00,RON,COMPLETED,23.37
Card Payment,Current,2025-08-26 18:35:36,2025-08-27 04:45:30,Catena,-3.01,0.00,RON,COMPLETED,20.36
Card Payment,Current,2025-08-26 13:43:43,2025-08-27 07:23:33,Mega Image,-8.42,0.00,RON,COMPLETED,11.94
Card Payment,Current,2025-08-26 17:18:16,2025-08-27 07:24:02,TSV,-7.60,0.00,RON,COMPLETED,4.34
Transfer,Current,2025-08-27 12:54:30,2025-08-27 12:54:30,Revolut Bank UAB Vilnius Sucursala București,100.00,0.00,RON,COMPLETED,104.34
Card Payment,Current,2025-08-27 22:32:00,2025-08-28 07:37:36,Mega Image,-100.00,0.00,RON,COMPLETED,4.34
Transfer,Current,2025-08-29 10:19:57,2025-08-29 10:19:58,Revolut Bank UAB Vilnius Sucursala București,190.00,0.00,RON,COMPLETED,194.34
Transfer,Current,2025-08-29 20:13:20,2025-08-29 20:13:20,Revolut Bank UAB Vilnius Sucursala București,-24.00,0.00,RON,COMPLETED,170.34
Card Payment,Current,2025-08-29 22:16:21,2025-08-30 18:22:08,Profi,-17.49,0.00,RON,COMPLETED,152.85
Topup,Current,2025-08-30 21:49:48,2025-08-30 21:49:50,Apple Pay top-up by *1781,60.00,0.00,RON,COMPLETED,212.85
Transfer,Current,2025-08-30 21:50:03,2025-08-30 21:50:03,Revolut Bank UAB Vilnius Sucursala București,-120.00,0.00,RON,COMPLETED,92.85
Card Payment,Current,2025-08-30 23:34:30,2025-08-31 07:10:59,Mega Image,-10.68,0.00,RON,COMPLETED,82.17
Card Payment,Current,2025-08-30 18:12:16,2025-08-31 07:11:11,Mega Image,-5.09,0.00,RON,COMPLETED,77.08
Card Payment,Current,2025-08-30 13:55:14,2025-08-31 07:11:15,Mega Image,-21.42,0.00,RON,COMPLETED,55.66
Card Payment,Current,2025-08-30 18:17:59,2025-08-31 16:41:11,LUKOIL,-24.00,0.00,RON,COMPLETED,31.66
Card Payment,Current,2025-08-31 22:52:45,2025-09-01 17:37:57,Profi,-11.29,0.00,RON,COMPLETED,20.37
Transfer,Current,2025-09-01 20:09:00,2025-09-01 20:09:00,Revolut Bank UAB Vilnius Sucursala București,18.00,0.00,RON,COMPLETED,38.37
Transfer,Current,2025-09-03 22:25:30,2025-09-03 22:25:30,Revolut Bank UAB Vilnius Sucursala București,10.00,0.00,RON,COMPLETED,48.37
Transfer,Current,2025-09-04 18:18:21,2025-09-04 18:18:22,Revolut Bank UAB Vilnius Sucursala București,18.00,0.00,RON,COMPLETED,66.37
Card Payment,Current,2025-09-04 02:20:44,2025-09-04 18:59:44,Tychi Ametist,-36.00,0.00,RON,COMPLETED,30.37
Transfer,Current,2025-09-04 23:35:15,2025-09-04 23:35:15,Revolut Bank UAB Vilnius Sucursala București,13.00,0.00,RON,COMPLETED,43.37
Card Payment,Current,2025-09-04 18:24:15,2025-09-05 07:52:12,Lidl,-9.24,0.00,RON,COMPLETED,34.13
Card Payment,Current,2025-09-04 23:33:31,2025-09-05 07:52:36,Mega Image,-16.05,0.00,RON,COMPLETED,18.08
Card Payment,Current,2025-09-04 23:36:23,2025-09-05 07:52:39,Mega Image,-5.88,0.00,RON,COMPLETED,12.20
Transfer,Current,2025-09-05 11:32:36,2025-09-05 11:32:36,Revolut Bank UAB Vilnius Sucursala București,200.00,0.00,RON,COMPLETED,212.20
Transfer,Current,2025-09-05 11:37:49,2025-09-05 11:37:50,To zaitun com srl,-150.00,0.00,RON,COMPLETED,62.20
Card Payment,Current,2025-09-05 21:55:34,2025-09-06 07:23:40,Mega Image,-25.02,0.00,RON,COMPLETED,37.18
Card Payment,Current,2025-09-05 12:59:35,2025-09-06 16:37:34,eMAG,-5.99,0.00,RON,COMPLETED,31.19
Topup,Current,2025-09-06 23:35:33,2025-09-06 23:35:35,Apple Pay top-up by *1781,60.00,0.00,RON,COMPLETED,91.19
Transfer,Current,2025-09-06 23:36:06,2025-09-06 23:36:06,Revolut Bank UAB Vilnius Sucursala București,-24.00,0.00,RON,COMPLETED,67.19
Transfer,Current,2025-09-07 14:41:20,2025-09-07 14:41:21,Revolut Bank UAB Vilnius Sucursala București,100.00,0.00,RON,COMPLETED,167.19
Card Payment,Current,2025-09-06 09:23:11,2025-09-07 18:48:40,Profi,-3.99,0.00,RON,COMPLETED,163.20
Transfer,Current,2025-09-07 22:28:22,2025-09-07 22:28:22,Revolut Bank UAB Vilnius Sucursala București,4.00,0.00,RON,COMPLETED,167.20
Card Payment,Current,2025-09-06 09:57:01,2025-09-09 04:30:35,Amparcat.ro,-11.90,0.00,RON,COMPLETED,155.30
Transfer,Current,2025-09-09 22:38:48,2025-09-09 22:38:48,Revolut Bank UAB Vilnius Sucursala București,-38.00,0.00,RON,COMPLETED,117.30
Card Payment,Current,2025-09-10 15:00:23,2025-09-11 07:33:21,Mega Image,-2.49,0.00,RON,COMPLETED,114.81
Card Payment,Current,2025-09-10 12:12:52,2025-09-11 13:34:38,Lidl,-9.17,0.00,RON,COMPLETED,105.64
Card Payment,Current,2025-09-10 00:23:07,2025-09-11 13:55:38,August Pronto,-7.99,0.00,RON,COMPLETED,97.65
Transfer,Current,2025-09-12 00:06:40,2025-09-12 00:06:40,Revolut Bank UAB Vilnius Sucursala București,-8.00,0.00,RON,COMPLETED,89.65
Topup,Current,2025-09-12 17:54:15,2025-09-12 17:54:16,Apple Pay top-up by *1781,60.00,0.00,RON,COMPLETED,149.65
Transfer,Current,2025-09-12 17:54:31,2025-09-12 17:54:31,Revolut Bank UAB Vilnius Sucursala București,-30.00,0.00,RON,COMPLETED,119.65
Card Payment,Current,2025-09-12 01:24:12,2025-09-13 07:15:27,Mega Image,-4.65,0.00,RON,COMPLETED,115.00
Card Payment,Current,2025-09-12 13:20:02,2025-09-13 07:15:36,Mega Image,-42.67,0.00,RON,COMPLETED,72.33
Card Payment,Current,2025-09-12 00:17:23,2025-09-13 11:11:20,Arabian Taste,-32.00,0.00,RON,COMPLETED,40.33
Transfer,Current,2025-09-13 15:52:25,2025-09-13 15:52:26,Revolut Bank UAB Vilnius Sucursala București,30.00,0.00,RON,COMPLETED,70.33
Transfer,Current,2025-09-13 15:55:13,2025-09-13 15:55:14,Revolut Bank UAB Vilnius Sucursala București,-25.00,0.00,RON,COMPLETED,45.33
Transfer,Current,2025-09-13 20:59:02,2025-09-13 20:59:02,Revolut Bank UAB Vilnius Sucursala București,100.00,0.00,RON,COMPLETED,145.33
Transfer,Current,2025-09-14 02:26:05,2025-09-14 02:26:05,Revolut Bank UAB Vilnius Sucursala București,-19.00,0.00,RON,COMPLETED,126.33
Card Payment,Current,2025-09-14 01:43:27,2025-09-14 19:01:12,Tychi Ametist,-18.00,0.00,RON,COMPLETED,108.33
Card Payment,Current,2025-09-14 02:15:14,2025-09-15 07:20:06,Apollo 111,-60.00,0.00,RON,COMPLETED,48.33
Card Payment,Current,2025-09-14 03:17:53,2025-09-15 07:20:06,Apollo 111,-20.00,0.00,RON,COMPLETED,28.33
Card Payment,Current,2025-09-14 01:59:25,2025-09-15 07:20:16,La Papa Hap,-24.00,0.00,RON,COMPLETED,4.33
Transfer,Current,2025-09-15 22:47:59,2025-09-15 22:47:59,Revolut Bank UAB Vilnius Sucursala București,100.00,0.00,RON,COMPLETED,104.33
Transfer,Current,2025-09-15 23:03:58,2025-09-15 23:03:58,Revolut Bank UAB Vilnius Sucursala București,-6.00,0.00,RON,COMPLETED,98.33
Transfer,Current,2025-09-15 23:50:21,2025-09-15 23:50:21,Revolut Bank UAB Vilnius Sucursala București,-24.00,0.00,RON,COMPLETED,74.33
Transfer,Current,2025-09-16 00:57:26,2025-09-16 00:57:26,Revolut Bank UAB Vilnius Sucursala București,-5.00,0.00,RON,COMPLETED,69.33
Transfer,Current,2025-09-16 00:59:12,2025-09-16 00:59:12,Revolut Bank UAB Vilnius Sucursala București,5.00,0.00,RON,COMPLETED,74.33
Transfer,Current,2025-09-16 00:59:42,2025-09-16 00:59:43,Revolut Bank UAB Vilnius Sucursala București,-5.00,0.00,RON,COMPLETED,69.33
Transfer,Current,2025-09-16 15:16:20,2025-09-16 15:16:20,Revolut Bank UAB Vilnius Sucursala București,-5.00,0.00,RON,COMPLETED,64.33
Transfer,Current,2025-09-16 15:18:13,2025-09-16 15:18:13,Revolut Bank UAB Vilnius Sucursala București,8.00,0.00,RON,COMPLETED,72.33
Card Payment,Current,2025-09-16 01:54:33,2025-09-17 07:38:59,Mega Image,-4.19,0.00,RON,COMPLETED,68.14
Transfer,Current,2025-09-19 17:23:26,2025-09-19 17:23:26,Revolut Bank UAB Vilnius Sucursala București,-10.00,0.00,RON,COMPLETED,58.14
Transfer,Current,2025-09-19 21:26:01,2025-09-19 21:26:01,Revolut Bank UAB Vilnius Sucursala București,-7.00,0.00,RON,COMPLETED,51.14
Transfer,Current,2025-09-19 21:57:54,2025-09-19 21:57:54,Revolut Bank UAB Vilnius Sucursala București,-7.00,0.00,RON,COMPLETED,44.14
Transfer,Current,2025-09-19 22:03:23,2025-09-19 22:03:24,Revolut Bank UAB Vilnius Sucursala București,-10.00,0.00,RON,COMPLETED,34.14
Transfer,Current,2025-09-20 01:03:30,2025-09-20 01:03:31,Revolut Bank UAB Vilnius Sucursala București,-19.00,0.00,RON,COMPLETED,15.14
Transfer,Current,2025-09-21 23:19:35,2025-09-21 23:19:35,Revolut Bank UAB Vilnius Sucursala București,1.00,0.00,RON,COMPLETED,16.14
Card Payment,Current,2025-09-21 23:29:50,2025-09-22 16:30:14,Nordsense,-7.00,0.00,RON,COMPLETED,9.14
Card Payment,Current,2025-09-22 21:36:39,2025-09-23 07:59:38,Carrefour,-4.71,0.00,RON,COMPLETED,4.43
Transfer,Current,2025-09-24 23:39:38,2025-09-24 23:39:39,Revolut Bank UAB Vilnius Sucursala București,-4.43,0.00,RON,COMPLETED,0.00
Transfer,Current,2025-09-25 00:26:31,2025-09-25 00:26:31,Revolut Bank UAB Vilnius Sucursala București,18.00,0.00,RON,COMPLETED,18.00
Transfer,Current,2025-09-25 17:31:29,2025-09-25 17:31:30,Revolut Bank UAB Vilnius Sucursala București,100.00,0.00,RON,COMPLETED,118.00
Card Payment,Current,2025-09-25 11:51:00,2025-09-26 22:10:52,METRO,-8.60,0.00,RON,COMPLETED,109.40
Card Payment,Current,2025-09-26 22:02:41,2025-09-27 08:09:02,Mega Image,-7.56,0.00,RON,COMPLETED,101.84
Transfer,Current,2025-09-27 22:11:33,2025-09-27 22:11:33,Revolut Bank UAB Vilnius Sucursala București,-35.84,0.00,RON,COMPLETED,66.00
Card Payment,Current,2025-09-26 23:24:18,2025-09-27 22:18:08,Krem Creations,-66.00,0.00,RON,COMPLETED,0.00
Transfer,Current,2025-09-29 17:47:26,2025-09-29 17:47:26,Revolut Bank UAB Vilnius Sucursala București,21.00,0.00,RON,COMPLETED,21.00
Transfer,Current,2025-10-01 15:59:26,2025-10-01 15:59:27,Revolut Bank UAB Vilnius Sucursala București,30.00,0.00,RON,COMPLETED,51.00
Exchange,Current,2025-10-01 21:52:19,2025-10-01 21:52:19,Exchanged to RON,2193.69,0.00,RON,COMPLETED,2244.69
Card Payment,Current,2025-10-02 19:58:43,2025-10-04 04:48:42,Metrorex,-5.00,0.00,RON,COMPLETED,2239.69
Transfer,Current,2025-10-04 12:40:24,2025-10-04 12:40:25,Revolut Bank UAB Vilnius Sucursala București,5.37,0.00,RON,COMPLETED,2245.06
Topup,Current,2025-10-05 00:44:01,2025-10-05 00:44:02,Apple Pay top-up by *1781,4200.00,0.00,RON,COMPLETED,6445.06
Transfer,Current,2025-10-05 15:52:22,2025-10-05 15:52:23,To Mihai Muntean,-6400.00,0.00,RON,COMPLETED,45.06
